Year,Année,ISO,Jurisdiction,Juridiction,Treatment,Traitement,Tenure (En),Tenure (Fr),Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,0,a,0,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2005,2005,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Private land,Terres privées,,u,,u
2005,2005,NU,Nunavut,Nunavut,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,NU,Nunavut,Nunavut,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2005,2005,NU,Nunavut,Nunavut,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,NU,Nunavut,Nunavut,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,100,a,100,a
2005,2005,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,5,a,5,a
2005,2005,ON,Ontario,Ontario,Other*d,Autres*d,Federal land,Terres fédérales,200,a,200,a
2005,2005,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,401,a,401,a
2005,2005,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
2005,2005,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,60087,a,60087,a
2005,2005,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2005,2005,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,10943,a,10943,a
2005,2005,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2005,2005,ON,Ontario,Ontario,Other*d,Autres*d,Provincial land,Terres provinciales,13182,a,13182,a
2005,2005,ON,Ontario,Ontario,Other*d,Autres*d,Private land,Terres privées,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,52,a,52,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,505,a,505,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Private land,Terres privées,9,a,9,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2005,2005,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Private land,Terres privées,75,a,75,a
2005,2005,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,27,a,27,a
2005,2005,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,QC,Quebec,Québec,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2005,2005,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2005,2005,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,54992,a,54992,a
2005,2005,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,6370,a,6370,a
2005,2005,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2005,2005,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2005,2005,QC,Quebec,Québec,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2005,2005,QC,Quebec,Québec,Other*d,Autres*d,Private land,Terres privées,1819,a,1819,a
2005,2005,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2005,2005,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,6766,e,6766,e
2005,2005,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2005,2005,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2005,2005,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2005,2005,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2005,2005,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2005,2005,YT,Yukon,Yukon,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2005,2005,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2005,2005,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2005,2005,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,0,a,0,a
2005,2005,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2005,2005,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2005,2005,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2005,2005,YT,Yukon,Yukon,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2005,2005,YT,Yukon,Yukon,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2006,2006,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,2766,a,2766,a
2006,2006,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2006,2006,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2006,2006,AB,Alberta,Alberta,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2006,2006,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,11,a,11,a
2006,2006,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
2006,2006,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,26601,a,26601,a
2006,2006,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2006,2006,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,2081,a,2081,a
2006,2006,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2006,2006,AB,Alberta,Alberta,Other*d,Autres*d,Provincial land,Terres provinciales,30,a,30,a
2006,2006,AB,Alberta,Alberta,Other*d,Autres*d,Private land,Terres privées,,u,,u
2006,2006,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,259,a,259,a
2006,2006,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2006,2006,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2006,2006,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2006,2006,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,2038,r,2038,r
2006,2006,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,r,0,r
2006,2006,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,47492,r,47492,r
2006,2006,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,1,r,1,r
2006,2006,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,259,r,259,r
2006,2006,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Private land,Terres privées,0,r,0,r
2006,2006,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Provincial land,Terres provinciales,16346,r,16346,r
2006,2006,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Private land,Terres privées,3,r,3,r
2006,2006,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,1500,a,1500,a
2006,2006,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2006,2006,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,1004,a,1004,a
2006,2006,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,29,a,29,a
2006,2006,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2006,2006,MB,Manitoba,Manitoba,Other*d,Autres*d,Provincial land,Terres provinciales,301,a,301,a
2006,2006,MB,Manitoba,Manitoba,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,11120,a,11120,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,7285,e,7285,e
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,1249,a,1249,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Private land,Terres privées,1381,e,1381,e
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2006,2006,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,93,a,93,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,3681,a,3681,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,282,a,282,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2006,2006,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,,n,,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,n,,n
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,491,a,491,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2006,2006,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,e,0,e
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,0,e,0,e
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,e,0,e
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2006,2006,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Provincial land,Terres provinciales,0,e,0,e
